Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,Canada,White,,,
48,Male,PhD,Director of Data Science,18,210000,UK,Mixed,,,
34,Male,Master's Degree,Data Scientist,9,140000,Canada,White,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,Australia,Asian,,,
32,Male,Master's Degree,Product Manager,7,110000,Canada,Black,,,
25,Female,Master's Degree,Software Engineer,2,60000,Australia,Asian,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,White,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,China,White,,,
41,Female,PhD,Director of Data Science,16,200000,Australia,White,,,
34,Male,Master's Degree,Data Analyst,8,100000,USA,African American,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,UK,Mixed,,,
36,Male,PhD,Senior Data Scientist,12,170000,Canada,White,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,African American,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,Australia,White,,,
42,Male,Master's Degree,Product Manager,14,180000,UK,Mixed,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,Asian,,,
35,Female,Master's Degree,Data Analyst,9,120000,Australia,Asian,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,Australian,,,
48,Male,PhD,Director of Data Science,18,210000,Canada,White,,,
34,Male,Master's Degree,Data Scientist,9,140000,Canada,Asian,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,UK,Welsh,,,
32,Male,Master's Degree,Product Manager,7,110000,Australia,White,,,
25,Female,Master's Degree,Software Engineer,2,60000,UK,Welsh,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,White,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,China,White,,,
41,Female,PhD,Director of Data Science,16,200000,China,Chinese,,,
34,Male,Master's Degree,Data Analyst,8,100000,UK,Mixed,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,UK,Mixed,,,
36,Male,PhD,Senior Data Scientist,12,170000,Australia,Asian,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Asian,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,Asian,,,
42,Male,Master's Degree,Product Manager,14,180000,Australia,Asian,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,Asian,,,
35,Female,Master's Degree,Data Analyst,9,120000,USA,Hispanic,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,China,Chinese,,,
48,Male,PhD,Director of Data Science,18,210000,UK,Mixed,,,
34,Male,Master's Degree,Data Scientist,9,140000,USA,Asian,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,China,Korean,,,
32,Male,Master's Degree,Product Manager,7,110000,Canada,Asian,,,
25,Female,Master's Degree,Software Engineer,2,60000,China,Korean,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,Canada,White,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,UK,Asian,,,
41,Female,PhD,Director of Data Science,16,200000,USA,White,,,
34,Male,Master's Degree,Data Analyst,8,100000,Canada,Asian,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,USA,White,,,
36,Male,PhD,Senior Data Scientist,12,170000,Canada,Black,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Asian,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,China,Chinese,,,
42,Male,Master's Degree,Product Manager,14,180000,USA,Asian,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,White,,,
35,Female,Master's Degree,Data Analyst,9,120000,UK,Asian,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,UK,Welsh,,,
48,Male,PhD,Director of Data Science,18,210000,Australia,Asian,,,
34,Male,Master's Degree,Data Scientist,9,140000,Australia,Australian,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,UK,Mixed,,,
32,Male,Master's Degree,Product Manager,7,110000,Canada,White,,,
25,Female,Master's Degree,Software Engineer,2,60000,USA,African American,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,China,White,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,Canada,Asian,,,
41,Female,PhD,Director of Data Science,16,200000,UK,White,,,
34,Male,Master's Degree,Data Analyst,8,100000,Australia,Australian,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,China,Chinese,,,
36,Male,PhD,Senior Data Scientist,12,170000,Canada,Black,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,China,Chinese,,,
42,Male,Master's Degree,Product Manager,14,180000,USA,White,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,African American,,,
35,Female,Master's Degree,Data Analyst,9,120000,USA,Asian,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,UK,Asian,,,
48,Male,PhD,Director of Data Science,18,210000,UK,White,,,
34,Male,Master's Degree,Data Scientist,9,140000,UK,Welsh,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,China,Chinese,,,
32,Male,Master's Degree,Product Manager,7,110000,Canada,Black,,,
25,Female,Master's Degree,Software Engineer,2,60000,USA,White,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,Canada,Black,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,China,Korean,,,
41,Female,PhD,Director of Data Science,16,200000,Canada,White,,,
34,Male,Master's Degree,Data Analyst,8,100000,Canada,Black,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,Canada,Asian,,,
36,Male,PhD,Senior Data Scientist,12,170000,Australia,White,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,Australia,White,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,UK,Asian,,,
42,Male,Master's Degree,Product Manager,14,180000,Canada,Asian,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,China,White,,,
35,Female,Master's Degree,Data Analyst,9,120000,Canada,White,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,Canada,White,,,
48,Male,PhD,Director of Data Science,18,210000,USA,White,,,
34,Male,Master's Degree,Data Scientist,9,140000,UK,White,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,USA,Hispanic,,,
32,Male,Master's Degree,Product Manager,7,110000,USA,African American,,,
25,Female,Master's Degree,Software Engineer,2,60000,UK,Welsh,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,China,Korean,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,Australia,Australian,,,
41,Female,PhD,Director of Data Science,16,200000,Australia,Asian,,,
34,Male,Master's Degree,Data Analyst,8,100000,Canada,White,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,Asian,,,
36,Male,PhD,Senior Data Scientist,12,170000,Canada,Black,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,African American,,,
42,Male,Master's Degree,Product Manager,14,180000,Canada,White,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,Australian,,,
35,Female,Master's Degree,Data Analyst,9,120000,Canada,White,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,UK,Welsh,,,
48,Male,PhD,Director of Data Science,18,210000,USA,White,,,
34,Male,Master's Degree,Data Scientist,9,140000,UK,Welsh,,,
30,Female,Bachelor's Degree,Software Engineer,4,80000,USA,Asian,,,
29,Male,Bachelor's Degree,Front End Developer,3,70000,UK,Welsh,,,
42,Male,Master's Degree,Product Manager,14,180000,USA,Hispanic,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,African American,,,
35,Female,Master's Degree,Data Analyst,9,120000,UK,White,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,Asian,,,
48,Male,PhD,Director of Data Science,18,210000,UK,Welsh,,,
34,Male,Master's Degree,Data Scientist,9,140000,China,Chinese,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,Asian,,,
32,Male,Master's Degree,Product Manager,7,110000,USA,African American,,,
25,Female,Master's Degree,Software Engineer,2,60000,Canada,Asian,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,Mixed,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,UK,Asian,,,
41,Female,PhD,Director of Data Science,16,200000,Australia,Asian,,,
34,Male,Master's Degree,Data Analyst,8,100000,Australia,Asian,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,White,,,
36,Male,PhD,Senior Data Scientist,12,170000,UK,White,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,China,White,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,Black,,,
42,Male,Master's Degree,Product Manager,14,180000,Australia,Australian,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,UK,White,,,
35,Female,Master's Degree,Data Analyst,9,120000,Australia,White,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,African American,,,
48,Male,PhD,Director of Data Science,18,210000,Australia,Australian,,,
34,Male,Master's Degree,Data Scientist,9,140000,Australia,White,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,Australia,Australian,,,
32,Male,Master's Degree,Product Manager,7,110000,China,Korean,,,
25,Female,Master's Degree,Software Engineer,2,60000,UK,White,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,White,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,African American,,,
41,Female,PhD,Director of Data Science,16,200000,China,Korean,,,
34,Male,Master's Degree,Data Analyst,8,100000,USA,Asian,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,UK,White,,,
36,Male,PhD,Senior Data Scientist,12,170000,Australia,White,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,White,,,
42,Male,Master's Degree,Product Manager,14,180000,Australia,White,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,Australian,,,
35,Female,Master's Degree,Data Analyst,9,120000,China,Korean,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,Asian,,,
48,Male,PhD,Director of Data Science,18,210000,USA,White,,,
34,Male,Master's Degree,Data Scientist,9,140000,China,Chinese,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,White,,,
32,Male,Master's Degree,Product Manager,7,110000,Australia,Asian,,,
25,Female,Master's Degree,Software Engineer,2,60000,China,Chinese,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,China,White,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,Canada,Asian,,,
41,Female,PhD,Director of Data Science,16,200000,UK,Mixed,,,
34,Male,Master's Degree,Data Analyst,8,100000,UK,Welsh,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,Canada,White,,,
36,Male,PhD,Senior Data Scientist,12,170000,USA,Asian,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,Canada,Asian,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Asian,,,
42,Male,Master's Degree,Product Manager,14,180000,UK,White,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,UK,Welsh,,,
35,Female,Master's Degree,Data Analyst,9,120000,USA,White,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,Asian,,,
48,Male,PhD,Director of Data Science,18,210000,China,Chinese,,,
34,Male,Master's Degree,Data Scientist,9,140000,USA,Hispanic,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,Black,,,
32,Male,Master's Degree,Product Manager,7,110000,Canada,Black,,,
25,Female,Master's Degree,Software Engineer,2,60000,Canada,Black,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,Canada,Black,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,Australia,Australian,,,
41,Female,PhD,Director of Data Science,16,200000,Canada,White,,,
34,Male,Master's Degree,Data Analyst,8,100000,Australia,Australian,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,UK,Welsh,,,
36,Male,PhD,Senior Data Scientist,12,170000,Canada,Asian,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,Australia,White,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,UK,Asian,,,
42,Male,Master's Degree,Product Manager,14,180000,UK,Welsh,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,White,,,
35,Female,Master's Degree,Data Analyst,9,120000,UK,Asian,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,Asian,,,
48,Male,PhD,Director of Data Science,18,210000,Canada,White,,,
34,Male,Master's Degree,Data Scientist,9,140000,Canada,Black,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,UK,Asian,,,
32,Male,Master's Degree,Product Manager,7,110000,UK,White,,,
25,Female,Master's Degree,Software Engineer,2,60000,China,Korean,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,Hispanic,,,
41,Female,PhD,Director of Data Science,16,200000,China,Korean,,,
34,Male,Master's Degree,Data Analyst,8,100000,USA,African American,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,Australian,,,
36,Male,PhD,Senior Data Scientist,12,170000,China,White,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Hispanic,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Asian,,,
42,Male,Master's Degree,Product Manager,14,180000,Australia,White,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,Canada,Asian,,,
35,Female,Master's Degree,Data Analyst,9,120000,China,White,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,White,,,
48,Male,PhD,Director of Data Science,18,210000,Canada,Black,,,
34,Male,Master's Degree,Data Scientist,9,140000,UK,Mixed,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,Australia,White,,,
32,Male,Master's Degree,Product Manager,7,110000,Australia,Australian,,,
25,Female,Master's Degree,Software Engineer,2,60000,USA,White,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,Australia,Australian,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,Hispanic,,,
41,Female,PhD,Director of Data Science,16,200000,USA,African American,,,
34,Male,Master's Degree,Data Analyst,8,100000,China,Korean,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,Asian,,,
36,Male,PhD,Senior Data Scientist,12,170000,UK,Asian,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,Canada,White,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,China,Chinese,,,
42,Male,Master's Degree,Product Manager,14,180000,USA,White,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,UK,Mixed,,,
35,Female,Master's Degree,Data Analyst,9,120000,China,White,,,
27,Female,Bachelor's Degree,Software Engineer,3,70000,Canada,White,,,
48,Male,PhD,Director of Data Science,18,210000,Canada,Asian,,,
34,Male,Master's Degree,Data Scientist,9,140000,Australia,Asian,,,
23,Female,Bachelor's Degree,Software Engineer,1,50000,China,White,,,
32,Male,Master's Degree,Product Manager,7,110000,USA,Hispanic,,,
25,Female,Master's Degree,Software Engineer,2,60000,UK,White,,,
37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American,,,
28,Male,Bachelor's Degree,Software Engineer,4,75000,China,Chinese,,,
41,Female,PhD,Director of Data Science,16,200000,Canada,White,,,
34,Male,Master's Degree,Data Analyst,8,100000,USA,Hispanic,,,
24,Female,Bachelor's Degree,Software Developer,2,55000,Canada,Black,,,
36,Male,PhD,Senior Data Scientist,12,170000,China,Chinese,,,
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,African American,,,
29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,White,,,
42,Male,Master's Degree,Product Manager,14,180000,USA,White,,,
26,Male,Bachelor's Degree,Software Developer,2,60000,China,Chinese,,,
35,Female,Master's Degree,Data Analyst,9,120000,USA,White,,,
28,Male,Master's Degree,Web Developer,5,80000,UK,Asian,,,
30,Female,Bachelor's Degree,Junior HR Coordinator,4,60000,Canada,White,,,
25,Male,Bachelor's Degree,Junior Web Developer,2,50000,China,White,,,
45,Female,Master's Degree,Senior Human Resources Manager,18,160000,Canada,Asian,,,
33,Male,PhD,Director of HR,9,120000,Australia,Asian,,,
22,Female,High School,Junior HR Generalist,0,40000,USA,Hispanic,,,
36,Male,Bachelor's Degree,Web Developer,10,100000,Australia,Australian,,,
29,Female,Master's Degree,Senior HR Generalist,4,75000,Canada,Black,,,
42,Male,PhD,Director of HR,16,140000,Australia,Australian,,,
27,Female,Bachelor's Degree,Junior HR Coordinator,2,50000,Australia,Australian,,,
38,Male,Master's Degree,Senior Human Resources Manager,11,110000,UK,Asian,,,
24,Female,Bachelor's Degree,Web Developer,1,45000,USA,Hispanic,,,
31,Male,High School,Junior Web Developer,4,55000,UK,Mixed,,,
39,Female,PhD,Director of HR,13,130000,USA,Asian,,,
26,Male,Bachelor's Degree,Junior HR Generalist,2,50000,China,White,,,
32,Female,Master's Degree,Senior HR Generalist,7,80000,USA,White,,,
32,Male,Bachelor's Degree,Junior Web Developer,2,45000,China,White,,,
24,Female,High School,Junior HR Generalist,1,32000,USA,Hispanic,,,
45,Male,PhD,Senior Human Resources Manager,12,120000,USA,Asian,,,
29,Female,Master's Degree,Web Developer,4,65000,USA,White,,,
38,Male,Bachelor's Degree,Senior HR Generalist,8,95000,China,White,,,
27,Female,Master's Degree,Director of HR,5,80000,USA,White,,,
31,Female,High School,Junior HR Coordinator,3,38000,Canada,White,,,
42,Male,Master's Degree,Web Developer,10,110000,Canada,White,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,USA,White,,,
36,Male,Master's Degree,Senior HR Generalist,7,89000,Canada,Black,,,
28,Male,High School,Junior HR Generalist,1,32000,USA,Hispanic,,,
33,Female,Bachelor's Degree,Web Developer,5,70000,UK,Welsh,,,
46,Male,PhD,Director of HR,15,150000,Australia,Australian,,,
25,Female,Bachelor's Degree,Junior Web Developer,1,40000,Australia,Australian,,,
37,Female,Master's Degree,Senior Human Resources Manager,9,105000,Australia,White,,,
30,Male,Master's Degree,Web Developer,4,65000,USA,White,,,
43,Female,PhD,Director of HR,14,140000,UK,Welsh,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Asian,,,
26,Female,High School,Junior HR Generalist,2,35000,USA,White,,,
41,Male,Master's Degree,Senior HR Generalist,11,115000,China,Chinese,,,
29,Female,Master's Degree,Web Developer,5,70000,Australia,White,,,
35,Male,Bachelor's Degree,Web Developer,6,80000,USA,White,,,
27,Female,High School,Junior HR Coordinator,1,30000,Australia,Australian,,,
40,Male,PhD,Director of HR,13,135000,Canada,Black,,,
23,Female,Bachelor's Degree,Junior Web Developer,1,40000,Australia,White,,,
39,Male,Master's Degree,Senior HR Generalist,10,105000,USA,Asian,,,
31,Male,High School,Junior HR Generalist,2,35000,Canada,White,,,
44,Female,PhD,Senior Human Resources Manager,12,120000,China,Chinese,,,
28,Male,Master's Degree,Web Developer,3,55000,UK,White,,,
32,Female,Bachelor's Degree,Junior Web Developer,2,45000,Canada,Asian,,,
45,Male,Master's Degree,Director of HR,14,140000,Canada,Asian,,,
26,Female,Bachelor's Degree,Web Developer,3,55000,Australia,Asian,,,
38,Male,PhD,Senior Human Resources Manager,11,115000,Australia,White,,,
27,Female,Master's Degree,Senior HR Generalist,4,70000,Canada,White,,,
33,Male,High School,Junior HR Coordinator,3,38000,Australia,Australian,,,
42,Female,Master's Degree,Director of HR,13,135000,China,Chinese,,,
29,Male,Bachelor's Degree,Junior Web Developer,2,45000,Canada,White,,,
36,Female,Master's Degree,Web Developer,7,85000,Canada,Black,,,
30,Male,High School,Junior HR Generalist,1,32000,USA,Asian,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,UK,Welsh,,,
34,Male,Bachelor's Degree,Web Developer,4,65000,Canada,White,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,USA,Asian,,,
37,Male,PhD,Director of HR,12,120000,UK,Asian,,,
24,Female,Bachelor's Degree,Junior Web Developer,1,40000,Australia,Australian,,,
39,Male,Master's Degree,Senior HR Generalist,9,95000,China,White,,,
31,Male,High School,Junior HR Generalist,2,35000,USA,African American,,,
44,Female,PhD,Director of HR,14,140000,Australia,White,,,
28,Male,Bachelor's Degree,Web Developer,3,55000,China,Korean,,,
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,China,Korean,,,
45,Male,PhD,Director of HR,13,135000,UK,Asian,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,Canada,Asian,,,
38,Male,Master's Degree,Senior HR Generalist,8,95000,USA,Hispanic,,,
27,Female,High School,Junior HR Generalist,1,32000,UK,White,,,
33,Male,Bachelor's Degree,Web Developer,5,70000,China,Chinese,,,
42,Female,Master's Degree,Director of HR,12,120000,Canada,Asian,,,
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,Canada,Asian,,,
36,Female,Master's Degree,Web Developer,7,85000,USA,African American,,,
30,Male,High School,Junior HR Coordinator,2,33000,Australia,Asian,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,Australia,Asian,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,UK,Mixed,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,UK,Mixed,,,
37,Male,PhD,Director of HR,11,115000,UK,Asian,,,
24,Female,Bachelor's Degree,Web Developer,1,40000,Australia,Australian,,,
39,Male,Master's Degree,Senior HR Generalist,10,105000,UK,Welsh,,,
31,Male,High School,Junior HR Generalist,2,35000,UK,Mixed,,,
44,Female,PhD,Director of HR,13,135000,China,White,,,
28,Male,Bachelor's Degree,Web Developer,4,65000,UK,White,,,
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,White,,,
45,Male,PhD,Director of HR,14,140000,USA,African American,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,China,Korean,,,
38,Male,Master's Degree,Senior HR Generalist,8,95000,UK,Welsh,,,
27,Female,High School,Junior HR Generalist,1,32000,Canada,Asian,,,
33,Male,Bachelor's Degree,Web Developer,5,70000,UK,Mixed,,,
42,Female,Master's Degree,Director of HR,12,120000,Canada,White,,,
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,China,White,,,
36,Female,Master's Degree,Web Developer,7,85000,UK,Asian,,,
30,Male,High School,Junior HR Coordinator,2,33000,Australia,Australian,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,UK,White,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Australian,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,China,Chinese,,,
37,Male,PhD,Director of HR,11,115000,Canada,Black,,,
24,Female,Bachelor's Degree,Web Developer,1,40000,USA,Hispanic,,,
39,Male,Master's Degree,Senior HR Generalist,10,105000,Australia,White,,,
31,Male,High School,Junior HR Generalist,2,35000,Canada,White,,,
44,Female,PhD,Director of HR,13,135000,UK,Welsh,,,
28,Male,Bachelor's Degree,Web Developer,4,65000,Canada,White,,,
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,Australian,,,
45,Male,PhD,Director of HR,14,140000,UK,Asian,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,China,Korean,,,
38,Male,Master's Degree,Senior HR Generalist,8,95000,UK,Asian,,,
27,Female,High School,Junior HR Generalist,1,32000,Australia,Australian,,,
33,Male,Bachelor's Degree,Web Developer,5,70000,UK,Asian,,,
42,Female,Master's Degree,Director of HR,12,120000,Australia,Asian,,,
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,UK,Mixed,,,
36,Female,Master's Degree,Web Developer,7,85000,Australia,Asian,,,
30,Male,High School,Junior HR Coordinator,2,33000,USA,Hispanic,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,Canada,Asian,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,China,Chinese,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,USA,Hispanic,,,
37,Male,PhD,Director of HR,11,115000,China,White,,,
24,Female,Bachelor's Degree,Web Developer,1,40000,China,Chinese,,,
39,Male,Master's Degree,Senior HR Generalist,10,105000,Australia,Asian,,,
31,Male,High School,Junior HR Generalist,2,35000,Australia,White,,,
44,Female,PhD,Director of HR,13,135000,UK,White,,,
28,Male,Bachelor's Degree,Web Developer,4,65000,Canada,Asian,,,
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,Asian,,,
45,Male,PhD,Director of HR,14,140000,USA,White,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,Australia,Australian,,,
38,Male,Master's Degree,Senior HR Generalist,8,95000,USA,White,,,
27,Female,High School,Junior HR Generalist,1,32000,China,Chinese,,,
33,Male,Bachelor's Degree,Web Developer,5,70000,Canada,White,,,
42,Female,Master's Degree,Director of HR,12,120000,China,Korean,,,
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,Canada,Black,,,
36,Female,Master's Degree,Web Developer,7,85000,USA,Asian,,,
30,Male,High School,Junior HR Coordinator,2,33000,UK,Asian,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,UK,Mixed,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Australian,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,Canada,Asian,,,
37,Male,PhD,Director of HR,11,115000,Canada,Asian,,,
32,Male,Bachelor's Degree,Junior Web Developer,2,45000,China,Korean,,,
24,Female,High School,Junior HR Generalist,1,32000,China,Korean,,,
45,Male,PhD,Senior Human Resources Manager,12,120000,Canada,Black,,,
29,Female,Master's Degree,Web Developer,4,65000,China,Chinese,,,
38,Male,Bachelor's Degree,Senior HR Generalist,8,95000,UK,White,,,
27,Female,Master's Degree,Director of HR,5,80000,UK,White,,,
31,Female,High School,Junior HR Coordinator,3,38000,UK,Mixed,,,
42,Male,Master's Degree,Web Developer,10,110000,UK,Mixed,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,USA,White,,,
36,Male,Master's Degree,Senior HR Generalist,7,89000,UK,White,,,
28,Male,High School,Junior HR Generalist,1,32000,Australia,White,,,
33,Female,Bachelor's Degree,Web Developer,5,70000,Australia,Australian,,,
46,Male,PhD,Director of HR,15,150000,UK,Welsh,,,
25,Female,Bachelor's Degree,Junior Web Developer,1,40000,Canada,White,,,
37,Female,Master's Degree,Senior Human Resources Manager,9,105000,China,Korean,,,
30,Male,Master's Degree,Web Developer,4,65000,Australia,White,,,
43,Female,PhD,Director of HR,14,140000,China,White,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,USA,Asian,,,
26,Female,High School,Junior HR Generalist,2,35000,UK,Mixed,,,
41,Male,Master's Degree,Senior HR Generalist,11,115000,USA,Asian,,,
29,Female,Master's Degree,Web Developer,5,70000,Australia,White,,,
35,Male,Bachelor's Degree,Web Developer,6,80000,Australia,Australian,,,
27,Female,High School,Junior HR Coordinator,1,30000,China,White,,,
40,Male,PhD,Director of HR,13,135000,USA,African American,,,
23,Female,Bachelor's Degree,Junior Web Developer,1,40000,USA,Asian,,,
39,Male,Master's Degree,Senior HR Generalist,10,105000,UK,Asian,,,
31,Male,High School,Junior HR Generalist,2,35000,China,White,,,
44,Female,PhD,Senior Human Resources Manager,12,120000,Australia,White,,,
28,Male,Master's Degree,Web Developer,3,55000,Canada,Asian,,,
32,Female,Bachelor's Degree,Junior Web Developer,2,45000,USA,African American,,,
45,Male,Master's Degree,Director of HR,14,140000,UK,Asian,,,
26,Female,Bachelor's Degree,Web Developer,3,55000,Canada,White,,,
38,Male,PhD,Senior Human Resources Manager,11,115000,China,Chinese,,,
27,Female,Master's Degree,Senior HR Generalist,4,70000,USA,Hispanic,,,
33,Male,High School,Junior HR Coordinator,3,38000,China,Korean,,,
42,Female,Master's Degree,Director of HR,13,135000,USA,Asian,,,
29,Male,Bachelor's Degree,Junior Web Developer,2,45000,Canada,White,,,
